,id_str,text,lang,created_at,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,"('user', 'id_str')"
36,737252363707285504,@ViajeroMillero @AmericanAir estaba en DFW. Tormenta eléctrica. Salimos una hora más tarde.,es,Mon May 30 12:00:35 +0000 2016,737153787073310720,2406457928,ViajeroMillero,3094907380
37,737252395508502528,@British_Airways gate d27.,en,Mon May 30 12:00:43 +0000 2016,737218230620688384,277179452,CANG3LI,277179452
38,737252413824962560,"#KLMblog doesnt say when  
747 retire.  I admit to nostaligia glad @British_Airways still has 'em for a while longer https://t.co/Sp1BevVxsH",en,Mon May 30 12:00:47 +0000 2016,,,,389448612
39,737252415078965253,#Qantas Considering 18 Hour #Perth To #London Direct Route Using 787-9 #Dreamliner: https://t.co/6J1kHPHm0X @JasonWShepherd @dstar65 @baxlex,en,Mon May 30 12:00:47 +0000 2016,737241878215589888,614281111,JasonWShepherd,986092014
40,737252416404520960,"RT @infomerida_ve: Lufthansa suspende vuelo de Caracas a Fráncfort por ""actuales dificultades económicas"" https://t.co/PAuQ1V8Tb0 https://t…",es,Mon May 30 12:00:48 +0000 2016,,,,3257837295
41,737252419730583552,RT @periodistadigit: La compañía alemana @lufthansa  deja de volar a la Venezuela chavista https://t.co/T5awsdsaLo https://t.co/LPjSSOqhJs,es,Mon May 30 12:00:49 +0000 2016,,,,1142504246
42,737252428643368960,RT @TouFouX_News: RT @L0Mun: Les pilotes #AirFrance ont voté une #grève longue à 68% #SNPL à l'aube de l' #EURO2016 https://t.co/7gCjkw64nS,fr,Mon May 30 12:00:51 +0000 2016,,,,717067651953082372
43,737252429159272448,Umrah/berlibur yg nyaman ya naik @EtihadAirways. Gunakan #mandiricard utk penawaran khusus. https://t.co/8KozEOaJu5 https://t.co/bkeI4nbUVE,in,Mon May 30 12:00:51 +0000 2016,,,,115848008
44,737252432661614592,RT @Arcademic: Does @easyJet offer compensation when they overbook a flight costing the takeoff window and delaying on the Tarmac for 2.5 h…,en,Mon May 30 12:00:52 +0000 2016,,,,2332325059
45,737252471370846209,"RT @domjoly: lovely email back from @easyJet hoping that threat of being punched in the face by drunk father wouldn't ""put me off flying wi…",en,Mon May 30 12:01:01 +0000 2016,,,,269533752
46,737252476634714112,Eggert to lead Lufthansa Cargo strategy https://t.co/LmxhxGnyeO #iIrFreight https://t.co/0HvrVSdt32,en,Mon May 30 12:01:02 +0000 2016,,,,1675367958
47,737252483525808130,RT @ChloeDalton7s: Thanks for the support @Qantas!  @Aussie7s on our way to the airport hoping for an upgrade.  Can you help a few World Ch…,en,Mon May 30 12:01:04 +0000 2016,,,,215940903
48,737252504027697152,"@easyJet your ground staff have been lovely dealing with my tears, doesn't make up for the stress of missing a last-minute visit to family",en,Mon May 30 12:01:09 +0000 2016,,38676903,easyJet,282607502
49,737252510646341633,@AmericanAir Thanks. They just said 5 minutes to boarding.,en,Mon May 30 12:01:10 +0000 2016,737252119833497600,22536055,AmericanAir,22833640
50,737252511023792128,"RT @Pachecohumbert: Lufthansa suspende vuelo de Caracas a Fráncfort por ""actuales dificultades económicas"" https://t.co/asYZz7yHKK https://…",es,Mon May 30 12:01:10 +0000 2016,,,,66886866
51,737252527146733570,RT @DiarioTalCual: VIAJAR ESTÁ DÍFICIL. Lufthansa anunció cese de operaciones en Caracas a partir de junio https://t.co/s78WnKOxmd https://…,es,Mon May 30 12:01:14 +0000 2016,,,,2478902285
52,737252532192477185,RT @DiarioTalCual: VIAJAR ESTÁ DÍFICIL. Lufthansa anunció cese de operaciones en Caracas a partir de junio https://t.co/s78WnKOxmd https://…,es,Mon May 30 12:01:15 +0000 2016,,,,4897107502
53,737252532985204736,@Ryanair online check in is not functioning and I was still charged...any customer service?,en,Mon May 30 12:01:16 +0000 2016,,1542862735,Ryanair,2388909192
54,737252536248348672,@easyJet Last thing you need after a 5 hour wait is the Boarding &amp; Final Call sign when no one is boarding. Shambles https://t.co/NVcbTSktaQ,en,Mon May 30 12:01:16 +0000 2016,,38676903,easyJet,107125628
55,737252539566030848,"Lufthansa suspende vuelo de Caracas a Fráncfort por ""actuales dificultades económicas"" https://t.co/9dspR3zWPR https://t.co/bK2f668Izt",es,Mon May 30 12:01:17 +0000 2016,,,,2691453294
56,737252546897715200,"RT @domjoly: lovely email back from @easyJet hoping that threat of being punched in the face by drunk father wouldn't ""put me off flying wi…",en,Mon May 30 12:01:19 +0000 2016,,,,3367281585
57,737252552367038465,RT @contrapuntovzla: Lufthansa se va debido a la imposibilidad de cambiar sus ganancias a dólares estadounidenses https://t.co/1lw5gihxnT h…,es,Mon May 30 12:01:20 +0000 2016,,,,233225729
58,737252570566144000,Lufthansa halting flights to Venezuela amid crisis - Read full story for latest details. https://t.co/PEoRQhVIEs,en,Mon May 30 12:01:24 +0000 2016,,,,814453806
59,737252573426683904,"RT @domjoly: lovely email back from @easyJet hoping that threat of being punched in the face by drunk father wouldn't ""put me off flying wi…",en,Mon May 30 12:01:25 +0000 2016,,,,619287761
60,737252584805785600,@UpintheSkyNL excuses(sorry!) Zo ik vind erg netjes van KLM!!! Maar op de foto staan ook mooie zwanen!!!,nl,Mon May 30 12:01:28 +0000 2016,737229628100780032,1875566095,UpintheSkyNL,146872603
61,737252611372556289,RT @jo_annstrauss: Such fun at the #LH_MotherCitytoFrankfurt route launch with @lufthansa! Direct flight from December &amp; I'll be on it. htt…,en,Mon May 30 12:01:34 +0000 2016,,,,468822271
62,737252612848816133,Lufthansa confirma que se va de Venezuela https://t.co/wKpTMrGT8F #Venezuela,pt,Mon May 30 12:01:35 +0000 2016,,,,2786798004
63,737252630552936451,RT @EtihadAirways: Be pampered in the Six Senses Spa and Style and Shave areas within our new First Class Lounge and Spa #Reimagined https:…,en,Mon May 30 12:01:39 +0000 2016,,,,288278288
64,737252644243267584,"@AmericanAir flight for tomorrow, FL",en,Mon May 30 12:01:42 +0000 2016,737252302398988288,22536055,AmericanAir,248352242
65,737252655928578048,RT @libe: #AirFrance Le syndicat de pilotes majoritaire adopte le principe d'une grève longue https://t.co/GS6vxI6yTq,fr,Mon May 30 12:01:45 +0000 2016,,,,3387437577
66,737252664128512000,#Negocios Lufthansa suspende temporalmente sus vuelos con Venezuela desde el 18 de junio https://t.co/eOxj6oiEOI,es,Mon May 30 12:01:47 +0000 2016,,,,2927546506
67,737252676216426496,"#AF2016 start tonite (@ Lufthansa Conference &amp; Training Center in Seeheim, Hessen) https://t.co/0evMyCZsLV",en,Mon May 30 12:01:50 +0000 2016,,,,375149824
68,737252691144019969,@easyJet we are travelling to Malaga this week from gatwick - are there any expected strikes either in France or Spain that will be a factor,en,Mon May 30 12:01:53 +0000 2016,737194704966713344,174150969,spearmanone,174150969
69,737252696223158273,https://t.co/AfRjj38bHm https://t.co/dzokd1Spkn,und,Mon May 30 12:01:54 +0000 2016,,,,719889864804556800
70,737252719535239169,"@easyJet Hi, can you please confirm you charge for airport check-ins, and how much, at Luton and Belfast? Thanks",en,Mon May 30 12:02:00 +0000 2016,,38676903,easyJet,2152790491
71,737252732239630337,Prototipo EasyJet di scarpa smart che guida il turista per la città. #IoT via @TechEcon https://t.co/Dr43W5o9nd,it,Mon May 30 12:02:03 +0000 2016,,,,398948830
72,737252732969623552,RT @NTN24: Aerolínea Lufthansa anuncia suspensión de servicios de Caracas a Fráncfort a partir del 18 de junio [Video] https://t.co/MhkaA5Y…,es,Mon May 30 12:02:03 +0000 2016,,,,2385392853
73,737252736807358464,"Por la crisis, Lufthansa suspende sus vuelos a Caracas – Vía  @MundoClarin  – https://t.co/Njh8M0qNHL",es,Mon May 30 12:02:04 +0000 2016,,,,186080903
74,737252741391777792,RT @DiarioTalCual: VIAJAR ESTÁ DÍFICIL. Lufthansa anunció cese de operaciones en Caracas a partir de junio https://t.co/s78WnKOxmd https://…,es,Mon May 30 12:02:05 +0000 2016,,,,138762930
75,737252745988694016,Lufthansa suspende vuelos a Venezuela de manera temporal https://t.co/1naktfGfDQ,es,Mon May 30 12:02:06 +0000 2016,,,,61210746
76,737252745007267840,"@British_Airways visiting my mum and look what she found! Joined in 1979, is it still going? https://t.co/KLWSSjMCX3",en,Mon May 30 12:02:06 +0000 2016,,18332190,British_Airways,118776415
77,737252789450092544,RT @cliver2013: Arco Minero:112 mil Klm 2. Parte de las cuencas del caroni y orinoco (12% del territorio nacional).Amenazado con ser devast…,es,Mon May 30 12:02:17 +0000 2016,,,,141080572
78,737252790259585029,".@easyJet You are joking, right? You dump plane full of people at the wrong airport at night with no transport and that's it? Complaint no.?",en,Mon May 30 12:02:17 +0000 2016,737252135205801984,38676903,easyJet,541466351
79,737252838103908354,RT @periodicovzlano: ¡Más aislados! Lufthansa confirma que se va de Venezuela https://t.co/ctZXzmYpoh https://t.co/cxkOMexc3Y,pt,Mon May 30 12:02:28 +0000 2016,,,,2425721652
80,737252860803551232,@easyJet passionate about travel ? Connecting people ...?,en,Mon May 30 12:02:34 +0000 2016,737252691144019969,174150969,spearmanone,174150969
81,737252886221062144,RT @ajayjain: Streaking away around the Sydney Opera House #CoolpadMax #FlySQ @CoolpadInd @VividSydney @SingaporeAir #ilovesydney https://t…,en,Mon May 30 12:02:40 +0000 2016,,,,3120964760
82,737252888792158208,VIAJAR ESTÁ DÍFICIL. Lufthansa anunció cese de operaciones en Caracas a partir de junio https://t.co/URersNiGMH https://t.co/sPsITijZkf #…,es,Mon May 30 12:02:40 +0000 2016,,,,2805775818
83,737252922405294081,@MiAirports notizie meteo mxp? Voli easyjet regolari? Grazie,it,Mon May 30 12:02:48 +0000 2016,,556691710,MiAirports,400148997
84,737252923479056385,@AmericanAir flight for tomorrow - flight number is American Airlines 735,en,Mon May 30 12:02:49 +0000 2016,737252302398988288,22536055,AmericanAir,248352242
85,737252972309155840,RT @libe: #AirFrance Le syndicat de pilotes majoritaire adopte le principe d'une grève longue https://t.co/GS6vxI6yTq,fr,Mon May 30 12:03:00 +0000 2016,,,,4636351575
86,737252986657865728,RT @TwistedTim76: @easyJet  are you looking for customer services people @BernardTRolling is on top form today will assist customers quickl…,en,Mon May 30 12:03:04 +0000 2016,,,,4697266046
87,737252997273518080,@AmericanAir #pilot denies Rachel Barton Pine access to cabin with her violin - The Strad https://t.co/YvenzS7vR2,en,Mon May 30 12:03:06 +0000 2016,,22536055,AmericanAir,256187091
88,737253011689472001,RT @Ryanair: We're calling on the EU to take action &amp; stop the French ATC from closing Europe's skies https://t.co/lsFopMs5Za https://t.co/…,en,Mon May 30 12:03:10 +0000 2016,,,,977010265
89,737253035664113664,Lufthansa gaat stoppen op Caracas. De maatschappij krijgt net als vele andere vliegbedrijven hun geld niet uit... https://t.co/FTesyYRnB3,nl,Mon May 30 12:03:15 +0000 2016,,,,21348634
90,737253074583101440,La #ville incontournable des #EtatsUnis c'est #SanFrancisco ! Et on y va avec @VirginAtlantic  #Quionreprésente https://t.co/dtWh1drPwu,fr,Mon May 30 12:03:25 +0000 2016,,,,711834692346101760
91,737253076386648064,RT @SunderlandCity: Anyone flying EasyJet? Take note. https://t.co/Xs3U0jkAKN,en,Mon May 30 12:03:25 +0000 2016,,,,3034795349
92,737253083491766272,Lufthansa suspende voos para a Venezuela https://t.co/uzyyf44ReI,pt,Mon May 30 12:03:27 +0000 2016,,,,3304616500
93,737253088881442823,Lufthansa suspende voos para a Venezuela https://t.co/wkXB4B8bnT,pt,Mon May 30 12:03:28 +0000 2016,,,,4632135858
94,737253092689891328,"RT @KLM: KLM will be saying goodbye to the “Grand Old Lady” of the fleet, the Boeing 747. #KLMblog https://t.co/0h9Zo4iRCT https://t.co/gaw…",en,Mon May 30 12:03:29 +0000 2016,,,,2740708341
95,737253096611557376,@easyJet Can you help raise £70000 to Save a paramedics life? Please #donate on @justgiving and RT. Thanks! https://t.co/5zg0DXulRc,en,Mon May 30 12:03:30 +0000 2016,,38676903,easyJet,247468962
96,737253115636899840,RT @FXS_Finance_PT: Lufthansa suspende voos para a Venezuela #Finanças #Forex https://t.co/VLQXfbn8sH,pt,Mon May 30 12:03:34 +0000 2016,,,,270568390
97,737253122079350785,RT @DiarioTalCual: VIAJAR ESTÁ DÍFICIL. Lufthansa anunció cese de operaciones en Caracas a partir de junio https://t.co/s78WnKOxmd https://…,es,Mon May 30 12:03:36 +0000 2016,,,,1473429870
98,737253127766847488,Lufthansa will suspend flights between Caracas and Frankfurt beginning June 18  https://t.co/AbeG4glHFK via @business,en,Mon May 30 12:03:37 +0000 2016,,,,306013634
99,737253151317889024,@domjoly @easyJet just think you have one of them faces,en,Mon May 30 12:03:43 +0000 2016,737251586444005376,17865252,domjoly,371181848
100,737253152290963456,@phenrycissp Sounds like another @AmericanAir story....,en,Mon May 30 12:03:43 +0000 2016,737086552354881536,16300010,phenrycissp,391090560
101,737253154727813120,"@easyJet hi, please see your DM",en,Mon May 30 12:03:44 +0000 2016,737222695813820416,38676903,easyJet,376444507
102,737253155457630208,RT @Vzla_BizarraOfi: DolarToday: ¡AISLADOS DEL MUNDO! Lufthansa confirma que se va de Venezuela https://t.co/Lj2YXUKfrl,pt,Mon May 30 12:03:44 +0000 2016,,,,2366065399
103,737253163888173056,RT @periodicovzlano: ¡Les deben un realero! Lufthansa y Latam no volarán a Caracas https://t.co/lClDkhaUVi https://t.co/6PCTPKh7tQ,es,Mon May 30 12:03:46 +0000 2016,,,,1226390286
104,737253176500322304,Cathay pacific กับ Lufthansa ติด Top 20 ความปลอดภัยสูงสุด ไม่แปลกใจ แต่ American Airlines ติดมาด้วย วุ้ย ๆ,und,Mon May 30 12:03:49 +0000 2016,,,,93864541
105,737253179998502912,RT @PatrickLeHyaric: Dans l'Humanité du lundi 30 mai 2016 #LoiTravail #Greve #Justice #AirFrance #congresPCF #UE #OTAN #Russie https://t.co…,fr,Mon May 30 12:03:50 +0000 2016,,,,365459228
106,737253192862404608,RT @evagutie: vía @elmundomovil “Lufthansa suspende viajes a Caracas temporalmente”,pt,Mon May 30 12:03:53 +0000 2016,,,,210651977
107,737253193890058240,Lufthansa suspende sus vuelos a #Venezuela,fr,Mon May 30 12:03:53 +0000 2016,,,,93080377
108,737253206472949761,RT @brandlearning: easyJet's Peter Duffy shares his practical tips on how to create a customer-centred organisation https://t.co/cVuHR5UwDt…,en,Mon May 30 12:03:56 +0000 2016,,,,90209245
109,737253228262227968,RT @MzKatieCassidy: Hey! @AmericanAir I left my new IPAD this evening.. Flight # AA0178 from MCO to LAX departed at 6:25pm! I was in 1A!Can…,en,Mon May 30 12:04:01 +0000 2016,,,,2992391676
110,737253230296453120,Lufthansa suspende sus vuelos a Venezuela por controles al dólar https://t.co/cssZi6SlDN,es,Mon May 30 12:04:02 +0000 2016,,,,185141953
111,737253231471013888,Venezuela's isolation grows as Lufthansa cancels flights to Caracas https://t.co/e2vjQS9rMO,en,Mon May 30 12:04:02 +0000 2016,,,,51781061
112,737253232599142400,Lufthansa suspende sus vuelos a Venezuela por controles al dólar: Las medidas del gobierno d... https://t.co/7b8qMXhIlI #UltimasNoticias,es,Mon May 30 12:04:02 +0000 2016,,,,735224793126014979
113,737253247287623680,RT @MClarke23: If you were flying to Syd I would give you my seat buddy. #drinkup  https://t.co/CDOl6j8Cwt,en,Mon May 30 12:04:06 +0000 2016,,,,3062520063
114,737253277285376000,RT @DiarioTalCual: VIAJAR ESTÁ DÍFICIL. Lufthansa anunció cese de operaciones en Caracas a partir de junio https://t.co/s78WnKOxmd https://…,es,Mon May 30 12:04:13 +0000 2016,,,,376468013
115,737253289763311616,"@KLM 2020? Dan word het ff een vluchje boeken! Ik heb al in de MD-11 gevlogen en die is nu weg, dus dan moet de 747 er ook zeker bij!",nl,Mon May 30 12:04:16 +0000 2016,737237881639600128,56377143,KLM,3844458615
116,737253304955240448,RT @DiarioTalCual: VIAJAR ESTÁ DÍFICIL. Lufthansa anunció cese de operaciones en Caracas a partir de junio https://t.co/s78WnKOxmd https://…,es,Mon May 30 12:04:20 +0000 2016,,,,70437500
117,737253310177157121,Offerte voli e treni per viaggi #lastminute in #Italia e nelle capitali europee per il ponte del 2 giugno 2016. https://t.co/NuHt29g92W,it,Mon May 30 12:04:21 +0000 2016,,,,557239880
118,737253311636639745,SageLinQ #Business #Lufthansa to halt flights to #Venezuela  https://t.co/kxSvKvWUgV https://t.co/1POo1ePIcD,en,Mon May 30 12:04:21 +0000 2016,,,,1637055271
119,737253322088816640,RT @EtihadAirways: Be pampered in the Six Senses Spa and Style and Shave areas within our new First Class Lounge and Spa #Reimagined https:…,en,Mon May 30 12:04:24 +0000 2016,,,,2594744820
120,737253334025969664,@JoeHurd5 @Ryanair 🍀✈️😱,und,Mon May 30 12:04:26 +0000 2016,737243377473880064,800295036,JoeHurd5,57271865
121,737253338786324480,RT @weather_wa: #Qantas Considering 18 Hour #Perth To #London Direct Route Using 787-9 #Dreamliner: https://t.co/6J1kHPHm0X @JasonWShepherd…,en,Mon May 30 12:04:28 +0000 2016,,,,526579490
122,737253350408892416,RT @Vzla_BizarraOfi: DolarToday: ¡AISLADOS DEL MUNDO! Lufthansa confirma que se va de Venezuela https://t.co/Lj2YXUKfrl,pt,Mon May 30 12:04:30 +0000 2016,,,,552704384
123,737253363352379392,RT @EtihadAirways: Introducing our #Reimagined First Class Lounge and Spa experience in Abu Dhabi…Know more: https://t.co/pmV6NKJcg0 https:…,en,Mon May 30 12:04:33 +0000 2016,,,,2594744820
124,737253366305333248,"RT @domjoly: lovely email back from @easyJet hoping that threat of being punched in the face by drunk father wouldn't ""put me off flying wi…",en,Mon May 30 12:04:34 +0000 2016,,,,2481810419
125,737253373229993985,Qantas’ new safety video steps outside the cabin #Qantas... #Qantas https://t.co/EG9GyD1Rlk #Qantas #Qantas,en,Mon May 30 12:04:36 +0000 2016,,,,2615722226
126,737253375029448704,"A la Une : Tous les matches de #RolandGarros2016 annulés, perpétuité pour l'ex-président tchadien #HisseneHabre et grève chez #AirFrance",fr,Mon May 30 12:04:36 +0000 2016,,,,3467389216
127,737253377877409792,I earn @AmericanAir #AAdvantage miles to celebrate milestones with my family. #MilesForMilestones #Promotion https://t.co/SyVzXfIaRc,en,Mon May 30 12:04:37 +0000 2016,,,,103921536
128,737253451349041152,#LoiTravail  https://t.co/wglaPUSuBz,und,Mon May 30 12:04:54 +0000 2016,,,,730574052700622848
129,737253461310509056,RT @libe: #AirFrance Le syndicat de pilotes majoritaire adopte le principe d'une grève longue https://t.co/GS6vxI6yTq,fr,Mon May 30 12:04:57 +0000 2016,,,,336648255
130,737253491119431682,@airberlin AB8833 ovrbkd by 5pax accding to email left lying around by checkin desk but didn't offer us to volunteer until we asked about it,en,Mon May 30 12:05:04 +0000 2016,,26223583,airberlin,469769846
131,737253490603368448,G-EZOX #Airbus A320-214 @easyJet in 20 years livery on a sunny morning @manairport https://t.co/pb4Fv0ipmP,en,Mon May 30 12:05:04 +0000 2016,,,,82550052
132,737253496844607488,Lufthansa suspende los vuelos a Caracas a partir del 18 de junio https://t.co/MOwww81jxe vía @la_patilla,es,Mon May 30 12:05:05 +0000 2016,,,,211023233
133,737253544508690432,RT @itele: #AirFrance &gt; Les pilotes du syndicat majoritaire votent à 68% le principe d'une grève longue (SNPL) https://t.co/rn6sy3ftpS,fr,Mon May 30 12:05:17 +0000 2016,,,,4185589263
134,737253553056649216,RT @DiarioTalCual: VIAJAR ESTÁ DÍFICIL. Lufthansa anunció cese de operaciones en Caracas a partir de junio https://t.co/s78WnKOxmd https://…,es,Mon May 30 12:05:19 +0000 2016,,,,490858252
135,737253576683196417,@Ryanair any chance of a reply lads??,en,Mon May 30 12:05:24 +0000 2016,737241525424377856,729298945986400256,Dowling_04,729298945986400256
136,737253582739767296,Lufthansa confirma que dejará de volar a Caracas temporalmente https://t.co/4xHZt7zjMb,pt,Mon May 30 12:05:26 +0000 2016,,,,87766670
137,737253598627803136,RT @SoyVnezolano: Lufthansa suspende sus vuelos a Venezuela https://t.co/hZ02pxfooV https://t.co/0ymRpGIgyV,es,Mon May 30 12:05:30 +0000 2016,,,,105293499
138,737253600829771781,RT @itele: #AirFrance &gt; Les pilotes du syndicat majoritaire votent à 68% le principe d'une grève longue (SNPL) https://t.co/rn6sy3ftpS,fr,Mon May 30 12:05:30 +0000 2016,,,,1286775158
139,737253601379241985,@JayCrownover @British_Airways so glad to hear it! Enjoy!,en,Mon May 30 12:05:30 +0000 2016,737150641575841792,1054106407,JayCrownover,2745534776
